sample_id,pair_id,task,branch,video_path,video_exists,question,prompt,ground_truth,source
orh:28:basic,orh:28,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1015_8464056582_1078_1339.mp4,False,Is there a baby seat in the video?,"Is there a baby seat in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:28:hallucination,orh:28,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1015_8464056582_1078_1339.mp4,False,Is there a bench in the video?,"Is there a bench in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:29:basic,orh:29,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1011_3550839192_780_973.mp4,False,Is there a baby walker in the video?,"Is there a baby walker in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:29:hallucination,orh:29,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1011_3550839192_780_973.mp4,False,Is there a shopping cart in the video?,"Is there a shopping cart in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:30:basic,orh:30,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/0036_6704169045_2606_2696.mp4,False,Is there a cat in the video?,"Is there a cat in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:30:hallucination,orh:30,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/0036_6704169045_2606_2696.mp4,False,Is there a fox in the video?,"Is there a fox in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:31:basic,orh:31,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1164_6356067859_884_1033.mp4,False,Is there a baby in the video?,"Is there a baby in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:31:hallucination,orh:31,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1164_6356067859_884_1033.mp4,False,Is there a doll in the video?,"Is there a doll in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:32:basic,orh:32,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1011_2984974097_54_899.mp4,False,Is there a bicycle in the video?,"Is there a bicycle in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:32:hallucination,orh:32,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1011_2984974097_54_899.mp4,False,Is there a bus in the video?,"Is there a bus in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:33:basic,orh:33,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1110_3935853204_457_564.mp4,False,Is there a adult in the video?,"Is there a adult in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:33:hallucination,orh:33,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1110_3935853204_457_564.mp4,False,Is there a child in the video?,"Is there a child in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:34:basic,orh:34,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1001_4889681401_1680_1740.mp4,False,Is there a adult in the video?,"Is there a adult in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:34:hallucination,orh:34,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1001_4889681401_1680_1740.mp4,False,Is there a child in the video?,"Is there a child in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:35:basic,orh:35,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1201_5344655615_540_588.mp4,False,Is there a chair in the video?,"Is there a chair in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:35:hallucination,orh:35,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1201_5344655615_540_588.mp4,False,Is there a ladder in the video?,"Is there a ladder in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:36:basic,orh:36,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1009_9408800471_420_510.mp4,False,Is there a child in the video?,"Is there a child in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:36:hallucination,orh:36,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1009_9408800471_420_510.mp4,False,Is there a doll in the video?,"Is there a doll in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:37:basic,orh:37,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1007_5544341146_0_38.mp4,False,Is there a adult in the video?,"Is there a adult in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:37:hallucination,orh:37,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1007_5544341146_0_38.mp4,False,Is there a child in the video?,"Is there a child in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:38:basic,orh:38,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1025_6244382586_150_618.mp4,False,Is there a child in the video?,"Is there a child in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:38:hallucination,orh:38,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1025_6244382586_150_618.mp4,False,Is there a doll in the video?,"Is there a doll in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:39:basic,orh:39,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1010_3066064005_43_361.mp4,False,Is there a piano in the video?,"Is there a piano in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:39:hallucination,orh:39,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1010_3066064005_43_361.mp4,False,Is there a organ in the video?,"Is there a organ in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:40:basic,orh:40,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1015_3603906729_120_207.mp4,False,Is there a hamster/rat in the video?,"Is there a hamster/rat in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:40:hallucination,orh:40,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1015_3603906729_120_207.mp4,False,Is there a chinchilla in the video?,"Is there a chinchilla in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:41:basic,orh:41,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1164_6617533993_1133_1383.mp4,False,Is there a handbag in the video?,"Is there a handbag in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:41:hallucination,orh:41,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1164_6617533993_1133_1383.mp4,False,Is there a suitcase in the video?,"Is there a suitcase in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:42:basic,orh:42,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1009_9408800471_60_210.mp4,False,Is there a child in the video?,"Is there a child in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:42:hallucination,orh:42,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1009_9408800471_60_210.mp4,False,Is there a doll in the video?,"Is there a doll in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:43:basic,orh:43,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1015_2480962483_61_106.mp4,False,Is there a frisbee in the video?,"Is there a frisbee in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:43:hallucination,orh:43,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1015_2480962483_61_106.mp4,False,Is there a dinner plate in the video?,"Is there a dinner plate in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:44:basic,orh:44,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/0093_3861485381_0_210.mp4,False,Is there a leopard in the video?,"Is there a leopard in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:44:hallucination,orh:44,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/0093_3861485381_0_210.mp4,False,Is there a jaguar in the video?,"Is there a jaguar in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:45:basic,orh:45,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1014_4584426085_1800_1884.mp4,False,Is there a dog in the video?,"Is there a dog in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:45:hallucination,orh:45,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1014_4584426085_1800_1884.mp4,False,Is there a wolf in the video?,"Is there a wolf in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:46:basic,orh:46,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1002_9213637099_1305_1366.mp4,False,Is there a adult in the video?,"Is there a adult in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:46:hallucination,orh:46,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1002_9213637099_1305_1366.mp4,False,Is there a child in the video?,"Is there a child in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:47:basic,orh:47,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1001_4889681401_1680_1740.mp4,False,Is there a bus/truck in the video?,"Is there a bus/truck in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:47:hallucination,orh:47,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/1001_4889681401_1680_1740.mp4,False,Is there a train in the video?,"Is there a train in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
