sample_id,model,method,ground_truth,raw_model_output,local_prediction,official_prediction,diagnostic_prediction,parse_status,original_parser_status,correct_status,parser_difference,original_parser_error,failure_stage,runtime_error
tsh:22,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:23,llava-ov-7b,base,BA,Action B. cleaning the seats of a car happens before Action A. carpet cleaning.,BA,BA,BA,valid,valid,True,False,,,
tsh:24,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:25,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:26,llava-ov-7b,base,AB,Action B,B,B,,valid,valid,False,False,,,
tsh:27,llava-ov-7b,base,BA,A,A,A,,valid,valid,False,False,,,
tsh:28,llava-ov-7b,base,AB,B,B,B,,valid,valid,False,False,,,
tsh:29,llava-ov-7b,base,AB,Action B happens before Action A.,BA,BA,BA,valid,valid,False,False,,,
tsh:30,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:31,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:32,llava-ov-7b,base,BA,"The actions in the order they occur are: B, A.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:33,llava-ov-7b,base,BA,A,A,A,,valid,valid,False,False,,,
tsh:34,llava-ov-7b,base,BA,Action A happens before Action B.,AB,AB,AB,valid,valid,False,False,,,
tsh:35,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:36,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:37,llava-ov-7b,base,BA,Action B. preparing for a dive on a diving board happens before Action A. jumping into a pool.,BA,BA,BA,valid,valid,True,False,,,
tsh:38,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:39,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:40,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:41,llava-ov-7b,base,BA,Action B. putting something in the trunk of a car happens before Action A. walking on a slackline.,BA,BA,BA,valid,valid,True,False,,,
tsh:42,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:43,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:44,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:45,llava-ov-7b,base,BA,Action B. women talking happens before Action A. getting tattoos done.,BA,BA,BA,valid,valid,True,False,,,
tsh:46,llava-ov-7b,base,AB,The actions are A and B. Action A happens before Action B.,.AB,.AB,AB,valid,valid,False,False,,,
tsh:47,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:48,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:49,llava-ov-7b,base,BA,Action A happens before Action B.,AB,AB,AB,valid,valid,False,False,,,
tsh:50,llava-ov-7b,base,AB,"The actions occur in the following order: A. playing rock paper scissors, B. giving a high five.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:51,llava-ov-7b,base,AB,Action B. giving a high five happens before Action A. reaching for the last beer.,BA,BA,BA,valid,valid,False,False,,,
tsh:52,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:53,llava-ov-7b,base,AB,Action B. throwing a javelin happens before Action A. throwing a pebble.,BA,BA,BA,valid,valid,False,False,,,
tsh:54,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:55,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:56,llava-ov-7b,base,BA,Action B. mixing water and vinegar in a bowl happens before Action A. cooking pasta.,BA.,BA.,BA,valid,valid,False,False,,,
tsh:57,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:58,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:59,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:60,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:61,llava-ov-7b,base,AB,Action B. skateboarding happens before Action A. registering for the event.,BA,BA,BA,valid,valid,False,False,,,
tsh:62,llava-ov-7b,base,BA,A,A,A,,valid,valid,False,False,,,
tsh:63,llava-ov-7b,base,BA,A,A,A,,valid,valid,False,False,,,
tsh:64,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:65,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:66,llava-ov-7b,base,BA,"The actions occur in the following order: A, B.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:67,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:68,llava-ov-7b,base,BA,B. walking around a ladder,,,,unparseable,unparseable,,False,official parser returned None,,
tsh:69,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:70,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:71,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:72,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:73,llava-ov-7b,base,BA,Action B,B,B,,valid,valid,False,False,,,
tsh:74,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:75,llava-ov-7b,base,AB,"The actions occur in the following order: A. bungee jumping from a bridge, B. swimming.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:76,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:77,llava-ov-7b,base,BA,A,A,A,,valid,valid,False,False,,,
tsh:78,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:79,llava-ov-7b,base,BA,B. skateboarding,,,,unparseable,unparseable,,False,official parser returned None,,
tsh:80,llava-ov-7b,base,AB,"The actions occur in the following order: A. applying wallpaper, followed by B. smoothing wallpaper with a spatula.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:81,llava-ov-7b,base,BA,Action B happens before Action A.,BA,BA,BA,valid,valid,True,False,,,
tsh:82,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:83,llava-ov-7b,base,BA,A,A,A,,valid,valid,False,False,,,
tsh:84,llava-ov-7b,base,AB,"The actions in the order they occur are: B. washing hands, A. working in an office.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:85,llava-ov-7b,base,BA,"The actions occur in the following order: A, B.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:86,llava-ov-7b,base,AB,"The actions occur in the following order: A, B.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:87,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:88,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:89,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:90,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:91,llava-ov-7b,base,BA,"B. washing a car
A. cleaning the interior of a car",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:92,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:93,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:94,llava-ov-7b,base,AB,"The actions in the video are as follows:

1. The video starts with a title screen that reads ""Andaman Islands - India"" and describes the content as a ""10 Day Dive / Photography Adventure Aboard The Oriental Siren.""
2. The video then transitions to underwater scenes, showing various marine life such as fish and coral reefs.
3. The video continues with more underwater footage, including a large fish swimming in the open water and a school of fish near a coral reef.
4. The video concludes with a scene of the ocean surface, showing the horizon and the sky, with a silhouette of a person visible on the right side of the frame.

Based on the description, the actions in the video are as follows:

1. The video begins with a title screen, which is an informational action.
2. The video then transitions to underwater scenes, which are the main action of the video.
3. The video continues with more underwater footage, which is the main action of the video.
4. The video concludes with a scene of the ocean surface, which is the final action of the video.

Therefore, the actions in the order they occur in the video are:
1. Title screen (informational action)
2. Underwater scenes (main action)
3. More underwater footage (main action)
4. Ocean surface scene (final action)",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:95,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:96,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:97,llava-ov-7b,base,AB,Action A,A,A,,valid,valid,False,False,,,
tsh:98,llava-ov-7b,base,BA,A,A,A,,valid,valid,False,False,,,
tsh:99,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:100,llava-ov-7b,base,BA,"The actions occur in the following order: B, A.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:101,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:102,llava-ov-7b,base,BA,Action B. leading the band happens before Action A. playing clarinets.,BA,BA,BA,valid,valid,True,False,,,
tsh:103,llava-ov-7b,base,AB,"The actions in the video occur in the following order: B, A.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:104,llava-ov-7b,base,AB,"The actions occur in the following order: A, B.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:105,llava-ov-7b,base,BA,B. grooming a dog,,,,unparseable,unparseable,,False,official parser returned None,,
tsh:106,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:107,llava-ov-7b,base,BA,Action B. talking to the camera happens before Action A. getting a tattoo.,BA,BA,BA,valid,valid,True,False,,,
tsh:108,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:109,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:110,llava-ov-7b,base,BA,B. speaking to the camera,,,,unparseable,unparseable,,False,official parser returned None,,
tsh:111,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:112,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:113,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:114,llava-ov-7b,base,BA,Action B happens before Action A.,BA,BA,BA,valid,valid,True,False,,,
tsh:115,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:116,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:117,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:118,llava-ov-7b,base,BA,"The actions occur in the following order: A, B.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:119,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:120,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:121,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:122,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:123,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:124,llava-ov-7b,base,BA,Action A,A,A,,valid,valid,False,False,,,
tsh:125,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:126,llava-ov-7b,base,BA,The action of observing a temple happens before the action of receiving a white box.,,,,unparseable,unparseable,,False,official parser returned None,,
tsh:127,llava-ov-7b,base,BA,The action of observing a temple happens before the action of an arrow hitting a board.,,,,unparseable,unparseable,,False,official parser returned None,,
tsh:128,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:129,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:130,llava-ov-7b,base,BA,"B. walking across a suspension bridge
A. rafting down a river",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:131,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:132,llava-ov-7b,base,BA,Action B. playing ping pong happens before Action A. a person walking towards someone.,BA,BA,BA,valid,valid,True,False,,,
tsh:133,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:134,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:135,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:136,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:137,llava-ov-7b,base,BA,Action B. grabbing a surfboard happens before Action A. surfing.,BA,BA,BA,valid,valid,True,False,,,
tsh:138,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:139,llava-ov-7b,base,BA,Action B. putting on a sock happens before Action A. tying shoelaces.,BA,BA,BA,valid,valid,True,False,,,
tsh:140,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:141,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:142,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:143,llava-ov-7b,base,AB,"The actions occur in the following order: A. vacuuming the car interior, B. washing a car.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:144,llava-ov-7b,base,BA,"The actions occur in the following order: B, A.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:145,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:146,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:147,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:148,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:149,llava-ov-7b,base,BA,B. drinking coffee,,,,unparseable,unparseable,,False,official parser returned None,,
tsh:150,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:151,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:152,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:153,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:154,llava-ov-7b,base,BA,Action B. talking to the camera happens before Action A. drying a dog.,BA,BA,BA,valid,valid,True,False,,,
tsh:155,llava-ov-7b,base,BA,B. talking to the camera,,,,unparseable,unparseable,,False,official parser returned None,,
tsh:156,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:157,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:158,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:159,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:160,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:161,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:162,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:163,llava-ov-7b,base,AB,"Action A. bringing a pot of salted water to a boil
Action B. cooking pasta",AB,AB,AB,valid,valid,True,False,,,
tsh:164,llava-ov-7b,base,BA,Action B. washing clothes happens before Action A. hanging laundry on a clothesline.,BA,BA,BA,valid,valid,True,False,,,
tsh:165,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:166,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:167,llava-ov-7b,base,BA,"The actions in the order they occur are: B. walking down stairs, A. working out with a rowing machine.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:168,llava-ov-7b,base,BA,Action B. washing the surface of a car happens before Action A. cleaning car tires.,BA,BA,BA,valid,valid,True,False,,,
tsh:169,llava-ov-7b,base,AB,"The actions occur in the following order: 
1. Cleaning car tires (Action A)
2. Steam cleaning the car's engine (Action B)",AB,AB,AB,valid,valid,True,False,,,
tsh:170,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:171,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:172,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:173,llava-ov-7b,base,BA,Action B happens before Action A.,BA,BA,BA,valid,valid,True,False,,,
tsh:174,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:175,llava-ov-7b,base,BA,"The actions occur in the following order: B, A.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:176,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:177,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:178,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:179,llava-ov-7b,base,BA,"B. traveling on bus
A. floating on inner tubes in the water",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:180,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:181,llava-ov-7b,base,BA,Action B. drawing on a sweet potato happens before Action A. filling a basket.,BA,BA,BA,valid,valid,True,False,,,
tsh:182,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:183,llava-ov-7b,base,BA,"The actions in the video are as follows:

1. The video starts with a blurry image that does not provide any clear information about the action taking place.
2. The next image shows a river with trees on the banks, indicating the presence of flowing water.
3. The subsequent image shows a person in a kayak, holding a kayak paddle, indicating the action of paddling.
4. The final image shows a person in a kayak, holding a kayak paddle, with the kayak moving through the water, which is consistent with the action of paddling.

Therefore, the actions in the order they occur in the video are:
1. Blurry image (no clear action)
2. Flowing water (action B)
3. Paddling (action A)",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:184,llava-ov-7b,base,AB,Action B. mixing ingredients happens before Action A. mixing candied fruits with liquor.,BA,BA,BA,valid,valid,False,False,,,
tsh:185,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:186,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:187,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:188,llava-ov-7b,base,BA,Action B happens before Action A.,BA,BA,BA,valid,valid,True,False,,,
tsh:189,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:190,llava-ov-7b,base,BA,"B. holding a makeup brush
A. brushing nails",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:191,llava-ov-7b,base,BA,"B. holding a makeup brush
A. painting nails",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:192,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:193,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:194,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:195,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:196,llava-ov-7b,base,BA,Action B. a drumming performance happens before Action A. walking in a crowd.,BA,BA,BA,valid,valid,True,False,,,
tsh:197,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:198,llava-ov-7b,base,AB,"The actions occur in the following order: A. driving a convertible, B. riding down an escalator.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:199,llava-ov-7b,base,BA,"B. riding down an escalator
A. playing cards",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:200,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:201,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:202,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:203,llava-ov-7b,base,BA,Action B happens before Action A.,BA,BA,BA,valid,valid,True,False,,,
tsh:204,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:205,llava-ov-7b,base,BA,A,A,A,,valid,valid,False,False,,,
tsh:206,llava-ov-7b,base,AB,"The actions in the video are as follows:

1. Action A: Applying sunscreen - This action is shown in the third image where a person is applying sunscreen to their arm.
2. Action B: Packing up stuff in a box - This action is shown in the seventh image where a person is packing items into a box.

The order of these actions in the video is: applying sunscreen (Action A) before packing up stuff in a box (Action B).",ABAB,ABAB,AB,valid,valid,False,False,,,
tsh:207,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:208,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:209,llava-ov-7b,base,BA,"B. putting a skirt over a rod
A. decorating a Christmas tree",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:210,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:211,llava-ov-7b,base,BA,Action B. gardening activities,B,B,,valid,valid,False,False,,,
tsh:212,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:213,llava-ov-7b,base,BA,"Action B. frying the onion rings happens before Action A. mixing mayonnaise, hot sauce, and milk.",BA,BA,BA,valid,valid,True,False,,,
tsh:214,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:215,llava-ov-7b,base,BA,"The actions in the video are as follows:

1. Action B: Diving into the ocean
2. Action A: Exploring a submerged cockpit

The first action shown is people diving into the ocean, which is followed by the exploration of a submerged cockpit.",BA,BA,BA,valid,valid,True,False,,,
tsh:216,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:217,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:218,llava-ov-7b,base,BA,"The actions occur in the following order: A, B.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:219,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:220,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:221,llava-ov-7b,base,BA,"The actions in the order they occur in the video are: B, A.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:222,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:223,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:224,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:225,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:226,llava-ov-7b,base,BA,Action B. talking to the camera happens before Action A. playing polo.,BA,BA,BA,valid,valid,True,False,,,
tsh:227,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:228,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:229,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:230,llava-ov-7b,base,BA,Action B. a doctor reviewing the injured leg happens before Action A. washing hand and using hand sanitizes.,BA,BA,BA,valid,valid,True,False,,,
tsh:231,llava-ov-7b,base,BA,"B. making a call
A. washing hand and using hand sanitizes",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:232,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:233,llava-ov-7b,base,BA,"The actions in the video are as follows:

1. The video starts with a black screen.
2. The video then shows a bag of sand cement plaster with the brand ""Saveto"" visible.
3. The video transitions to a person in blue work clothes applying sand cement plaster to a wall.
4. The person is seen using a trowel to spread the plaster evenly on the wall.
5. The video continues to show the person in blue work clothes applying the sand cement plaster to the wall.
6. The person is seen using a trowel to spread the plaster evenly on the wall.
7. The video concludes with the person in blue work clothes applying the sand cement plaster to the wall.

The prominent action shown in the video is the application of sand cement plaster to a wall, which is action B.",B,B,,valid,valid,False,False,,,
tsh:234,llava-ov-7b,base,AB,B,B,B,,valid,valid,False,False,,,
tsh:235,llava-ov-7b,base,BA,Action B. preparing a vaccine happens before Action A. pouring coffee into a mug.,BA,BA,BA,valid,valid,True,False,,,
tsh:236,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:237,llava-ov-7b,base,AB,"A. pouring paint into a sprayer
B. spraying the fence",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:238,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:239,llava-ov-7b,base,BA,Action B happens before Action A.,BA,BA,BA,valid,valid,True,False,,,
tsh:240,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:241,llava-ov-7b,base,BA,"The actions occur in the following order: A. waxing skis, B. adjusting ski bindings.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:242,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:243,llava-ov-7b,base,BA,B,B,B,,valid,valid,False,False,,,
tsh:244,llava-ov-7b,base,AB,Action A happens before action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:245,llava-ov-7b,base,AB,A,A,A,,valid,valid,False,False,,,
tsh:246,llava-ov-7b,base,BA,B. riding a horse,,,,unparseable,unparseable,,False,official parser returned None,,
tsh:247,llava-ov-7b,base,AB,Action B happens before Action A.,BA,BA,BA,valid,valid,False,False,,,
tsh:248,llava-ov-7b,base,BA,"The actions occur in the following order: B, A.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:249,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
tsh:250,llava-ov-7b,base,BA,"The actions in the order they occur in the video are: A, B.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:251,llava-ov-7b,base,BA,"The actions are B, A.",,,,unparseable,unparseable,,False,official parser returned None,,
tsh:252,llava-ov-7b,base,AB,Action A happens before Action B.,AB,AB,AB,valid,valid,True,False,,,
